d_dim,train_loss,train_accuracy,val_loss,val_accuracy,subspace_distance
50,1.6069371529552332,0.5020180626598465,1.5677090837697314,0.5192078025477707,
100,1.2101064059130675,0.6624040920716112,1.1704207753679554,0.681031050955414,
200,0.7505452941598185,0.8129595588235294,0.6842611714912827,0.8414609872611465,
300,0.5126575818452079,0.8745604219948849,0.45951732793811023,0.8937101910828026,
400,0.4188451407777379,0.8984375,0.3711915807739185,0.9116242038216561,
500,0.29900998504036835,0.9263107416879796,0.2603094757172712,0.9333200636942676,
