epoch,train_loss,train_accuracy,val_loss,val_accuracy,subspace_distance
1,2.105345218687716,0.2718989769820972,2.0431954116578313,0.3059315286624204,3.98350675823167e-06
2,2.0151758732088387,0.32934382992327366,1.969659962471883,0.36176353503184716,5.5019158935465384e-06
3,1.9973127581274417,0.3454483695652174,1.9636334499735741,0.38007563694267515,5.098372184875188e-06
4,1.9940285307672017,0.34648737212276215,1.973347731456635,0.3796775477707006,4.345173692854587e-06
5,1.9831289056012087,0.35647778132992325,1.9502300289785786,0.38883359872611467,4.9253299039264675e-06
6,1.9604295091250974,0.3645899936061381,1.9312193818912384,0.3883359872611465,5.782952030131128e-06
7,1.950090219755002,0.36353101023017903,1.9416866598615221,0.37420382165605093,6.003579073876608e-06
8,1.946910690621037,0.3665880754475703,1.9281126822635626,0.3818670382165605,5.373161911848001e-06
9,1.9424163587867755,0.3734814578005115,1.9083153988905013,0.3896297770700637,6.081837000238011e-06
10,1.9296752217480593,0.3766783887468031,1.8927587065727087,0.3890326433121019,5.434116701508174e-06
11,1.919716895388825,0.3741608056265985,1.8903103459412884,0.4023686305732484,6.920159194123698e-06
12,1.9133333356484123,0.37843670076726343,1.8752487115799241,0.4075437898089172,7.909602572908625e-06
13,1.9045071949434402,0.38473065856777494,1.8647659758853306,0.4029657643312102,6.36969070910709e-06
14,1.8968770048197579,0.38493046675191817,1.8571208419313856,0.4104299363057325,6.91802597430069e-06
15,1.891102717050811,0.38375159846547313,1.8643208400459046,0.40216958598726116,7.393288797175046e-06
16,1.8880891635289887,0.383491847826087,1.8533984559356786,0.41033041401273884,7.5950747486785986e-06
17,1.884417071671742,0.3829923273657289,1.8548244761813217,0.4055533439490446,8.833725587464869e-06
18,1.8827358531525067,0.38229299872122763,1.8472696633855248,0.40545382165605093,7.879370969021693e-06
19,1.8803242301697012,0.3804347826086957,1.8463460108277145,0.4124203821656051,8.866227290127426e-06
20,1.8765537862277701,0.38608935421994883,1.8301791339922862,0.41023089171974525,7.953231033752672e-06
21,1.874340312560196,0.3889665920716113,1.8350079742966183,0.42326831210191085,9.148595381702762e-06
22,1.8719592307839552,0.38934622762148335,1.8305484010915087,0.42356687898089174,8.733850336284377e-06
23,1.8713311327387914,0.3905250959079284,1.838224937202065,0.4252587579617834,8.147731023200322e-06
24,1.868000281436364,0.39344229539641945,1.823197444533087,0.42615445859872614,7.489094969059806e-06
25,1.8675336901794004,0.39328244884910485,1.8314583833050575,0.4254578025477707,7.760182597849052e-06
26,1.8654420805709135,0.39262308184143224,1.8262886530274798,0.4238654458598726,9.011153451865539e-06
27,1.86089794684554,0.39412164322250637,1.820140262318265,0.4286425159235669,7.787919457769021e-06
28,1.857504761737326,0.39641943734015345,1.812666921858575,0.4198845541401274,9.031178706209175e-06
29,1.8543586066311888,0.39757832480818417,1.8209378947118284,0.4304339171974522,7.705965799686965e-06
30,1.8526179031337924,0.399116847826087,1.819789193997717,0.4260549363057325,8.138933480950072e-06
