d_dim,train_loss,train_accuracy,val_loss,val_accuracy
1,5.102915282058716,0.713375,4.673368965744213,0.7459195859872612
2,4.316195709514618,0.75755,4.341820369860169,0.7602507961783439
3,4.175604584312439,0.765025,5.96098701209779,0.7071058917197452
4,4.055597643470764,0.768125,4.864760011624378,0.7436305732484076
5,4.0297057721138,0.768625,4.107960142907063,0.7533837579617835
6,4.063757149505615,0.77,3.8424815539341823,0.7708001592356688
7,3.977972215461731,0.773275,3.680152826628108,0.7804538216560509
8,3.938024977874756,0.771675,3.975038206881019,0.7523885350318471
9,3.932224863910675,0.769125,4.017834901809692,0.7685111464968153
10,3.9218762808799745,0.76825,4.092255792040734,0.7708001592356688
11,3.9466220611572265,0.76845,3.986668550664452,0.7710987261146497
12,3.9711368938446046,0.77285,3.9248499581768255,0.765625
13,3.945577720451355,0.768675,4.14268424936161,0.7561703821656051
14,3.9347958020687104,0.770975,3.9341331838042874,0.7738853503184714
15,3.948693406009674,0.776075,4.203232280767647,0.7685111464968153
16,3.989851455974579,0.776375,3.9555678975050617,0.7724920382165605
17,3.93321821975708,0.777425,3.8692981365380015,0.7715963375796179
18,3.9384096200942995,0.77525,4.9128089634476195,0.7337778662420382
19,3.905061869955063,0.7784,4.0427295280869595,0.772890127388535
20,3.8711530216693877,0.7761,4.073980405072498,0.7708001592356688
21,3.9178017805099485,0.780225,3.974456074890817,0.7761743630573248
22,3.824198653125763,0.78265,3.6535974930805764,0.7870222929936306
23,3.918414107322693,0.77835,4.2004022939949275,0.7625398089171974
24,3.9000836650848387,0.777025,4.715493122483514,0.7465167197452229
25,4.026856249713898,0.774525,4.117529161416801,0.7648288216560509
26,4.002925834846496,0.779225,4.362620951263768,0.7552746815286624
27,3.9431773530006407,0.77925,4.19956720862419,0.7708001592356688
28,3.9635295174598695,0.780525,3.7884452100012713,0.7797571656050956
29,3.957322067928314,0.7784,4.929896322025615,0.745421974522293
30,3.90918164396286,0.780375,3.7182013737927577,0.7741839171974523
