d_dim,train_loss,train_accuracy,val_loss,val_accuracy
1,4.389775456142425,0.740975,3.630541522032136,0.7780652866242038
2,3.2228710010528565,0.8007,3.2497908537554894,0.798765923566879
3,3.003103348112106,0.807775,3.0020573203730736,0.8045382165605095
4,2.728334599876404,0.815925,2.5147490165415842,0.8279259554140127
5,2.6755037681102753,0.819,2.9696136906648136,0.7952826433121019
6,2.5782103917598724,0.8172,2.826260674341469,0.8056329617834395
7,2.572083000779152,0.819775,2.498751237513913,0.820859872611465
8,2.5332448449134826,0.8164,3.0872742955092414,0.7959792993630573
9,2.5078322259902954,0.81595,2.5407303278423417,0.8166799363057324
10,2.4562289548397063,0.816075,2.616515890428215,0.8026472929936306
11,2.423006157875061,0.81755,2.460326657743211,0.8179737261146497
12,2.4128147541046143,0.81245,2.4976747415627645,0.81140525477707
13,2.3587180567741393,0.815875,2.780637795947919,0.7933917197452229
14,2.3573619356155397,0.81545,2.403964265896257,0.8130971337579618
15,2.309925559091568,0.81355,2.7429109800393414,0.7792595541401274
16,2.284244197177887,0.815725,2.562436525229436,0.8063296178343949
17,2.3442697932481766,0.816625,2.5004091236242063,0.8058320063694268
18,2.267793610715866,0.8187,2.1743224988317795,0.8179737261146497
19,2.293664900970459,0.814725,2.630627308301865,0.783140923566879
20,2.2295838126182557,0.815,2.35111806859636,0.8072253184713376
21,2.250496258974075,0.8186,2.237381396779589,0.8203622611464968
22,2.271187868499756,0.817725,2.5317947625354598,0.7966759554140127
23,2.268665178537369,0.81625,2.5753846384917094,0.7966759554140127
24,2.2441804395198823,0.8182,2.675727522866741,0.7954816878980892
25,2.285568447589874,0.817825,2.4833795498510836,0.7999601910828026
26,2.23831341176033,0.815425,2.416368616804196,0.7950835987261147
27,2.199500877261162,0.8192,2.2813740516923797,0.8111066878980892
28,2.20532123169899,0.81905,2.419168810935537,0.8054339171974523
29,2.2090555827140808,0.819575,2.3758533194566227,0.8107085987261147
30,2.1730685685634614,0.821075,2.3180060842234615,0.8097133757961783
