d_dim,train_loss,train_accuracy,val_loss,val_accuracy
1,8.873476884841919,0.574625,9.564761602195205,0.5812101910828026
2,8.464229866409301,0.607875,8.852797767918581,0.5927547770700637
3,8.4308358253479,0.6094,9.107278863335871,0.5925557324840764
4,8.334914118957519,0.613375,8.528179533162694,0.6124601910828026
5,8.2555934425354,0.61705,8.124991546011275,0.615047770700637
6,8.228554484939576,0.618,7.82766079598931,0.6135549363057324
7,8.12763768196106,0.61775,9.519966086004949,0.5959394904458599
8,8.278091062927246,0.614625,8.35155781666944,0.6038017515923567
9,8.165774866485595,0.62245,8.269842803857888,0.623109076433121
10,8.191673236083984,0.618525,8.280268635719445,0.6140525477707006
11,8.250081593322754,0.6204,8.091803318375995,0.6017117834394905
12,8.240562422943116,0.62155,8.311969773784565,0.6291799363057324
13,8.200185280227661,0.62135,8.124954900923807,0.6162420382165605
14,8.191773824691772,0.62215,8.45117688786452,0.6136544585987261
15,8.249672122573852,0.62065,9.442163856166184,0.5996218152866242
16,8.194052056121826,0.62525,8.109993348455733,0.6209195859872612
17,8.21591944847107,0.620725,8.80617773608797,0.6130573248407644
18,8.20834787979126,0.6221,8.434199232964,0.6183320063694268
19,8.254540737533569,0.623475,8.015623633269291,0.6207205414012739
20,8.22061568145752,0.6202,7.966861627663777,0.6191281847133758
21,8.169468529510498,0.618575,8.126651927923701,0.6192277070063694
22,8.19004766921997,0.618175,8.716492564814866,0.6065883757961783
23,8.220479613494874,0.62175,8.000431727451883,0.6286823248407644
24,8.221832279968261,0.62075,8.258904024294228,0.6123606687898089
25,8.220239647293091,0.615775,8.60866478598042,0.5900676751592356
26,8.195637026596069,0.61825,9.281438774364009,0.5900676751592356
27,8.213436525726319,0.619475,9.09818279970983,0.6041998407643312
28,8.224369054412842,0.620075,7.755229375924275,0.6242038216560509
29,8.221400729370117,0.61825,7.799839971931117,0.6388335987261147
30,8.228970947265625,0.6218,7.930401903808496,0.6152468152866242
