d_dim,train_loss,train_accuracy,val_loss,val_accuracy
1,14.189532914733887,0.35765,13.449761050521948,0.4069466560509554
2,13.394108888244629,0.410625,15.103814872207156,0.3980891719745223
3,13.37922327041626,0.414575,13.588033998088472,0.39171974522292996
4,13.346130804443359,0.414,13.380893825725385,0.40704617834394907
5,13.404470112609863,0.412675,13.86605158277378,0.3974920382165605
6,13.418360082244874,0.411825,13.507190731680318,0.38753980891719747
7,13.454502417755126,0.412575,13.83866811254222,0.39570063694267515
8,13.419986848449707,0.41,13.613707925104032,0.3994824840764331
9,13.370828894042969,0.414625,13.999828572485857,0.40316480891719747
10,13.436270875549317,0.4106,13.615664318109014,0.39012738853503187
11,13.432004525756836,0.414075,13.345712014823961,0.410828025477707
12,13.39732550048828,0.41345,13.823862069731305,0.40455812101910826
13,13.366846008300781,0.41375,13.496087159320806,0.4068471337579618
14,13.422772696685792,0.41175,13.409609761207726,0.40804140127388533
15,13.421990451812745,0.409075,13.757470844657558,0.38883359872611467
16,13.443143467712403,0.4108,13.817822134418853,0.39928343949044587
17,13.413723957061768,0.414875,13.800372466919528,0.40634952229299365
18,13.419132929992676,0.411025,13.860464660984695,0.40585191082802546
19,13.432549988555909,0.409625,13.585894338644234,0.4039609872611465
20,13.390655918121338,0.4134,13.981433103039006,0.38883359872611467
21,13.445432334899902,0.407875,13.2934297756025,0.40445859872611467
22,13.409489406585694,0.410775,14.105852731473886,0.3788813694267516
23,13.393218224334717,0.41035,13.610092497175666,0.40674761146496813
24,13.441038046264648,0.414,13.19922703846245,0.41709792993630573
25,13.429370603942871,0.41205,13.55306194086743,0.4168988853503185
26,13.346303063201905,0.4132,14.013374055267139,0.3994824840764331
27,13.445859436798095,0.411575,13.62484382823774,0.4042595541401274
28,13.473179011535645,0.41035,13.41163898577356,0.39241640127388533
29,13.439712324523926,0.40665,13.579359911050007,0.4128184713375796
30,13.425527583312988,0.409975,13.846137408238308,0.40276671974522293
