epoch,train_loss,train_accuracy,val_loss,val_accuracy
1,0.9872047033189507,0.6687380115089514,0.25843062731111127,0.921875
2,0.24154810596000204,0.9253316815856778,0.2360414827040806,0.9258558917197452
3,0.18952299021851376,0.9408367966751918,0.17880764124309942,0.9454617834394905
4,0.16547001958312585,0.9481897378516624,0.14710661806878012,0.955015923566879
5,0.15011040162285574,0.9528452685421995,0.14312509110399113,0.9580015923566879
6,0.14074435798675203,0.9561421035805626,0.14210690610158216,0.9566082802547771
7,0.13333258074720192,0.9585997442455243,0.18682276789739632,0.9419785031847133
8,0.13036297367471258,0.9594189578005116,0.13362123219260744,0.959593949044586
9,0.12593965632531345,0.9608575767263428,0.42602286900684333,0.8652468152866242
10,0.12216889361858063,0.9620364450127877,0.11731724673585528,0.9669585987261147
11,0.10375042030078066,0.9675911125319693,0.10440084812747445,0.9708399681528662
12,0.10183636464007065,0.9679707480818415,0.10319016892818889,0.9707404458598726
13,0.10050200996801371,0.968130594629156,0.10050030214012048,0.9692476114649682
14,0.09958629508305084,0.9683903452685422,0.12347433198789123,0.9642714968152867
15,0.09786883631097082,0.9693294437340153,0.09684153185908202,0.9721337579617835
16,0.09696114016577716,0.9689697890025576,0.09670167890893426,0.9715366242038217
17,0.096694241904313,0.9692495204603581,0.09876232665435523,0.9710390127388535
18,0.0950133951709551,0.9706481777493606,0.09952247546167131,0.9696457006369427
19,0.09410718432091691,0.9705282928388747,0.09605274914176601,0.972531847133758
20,0.09271130500280339,0.9705083120204604,0.10248541756040731,0.9707404458598726
21,0.08622805916173074,0.9728660485933504,0.09277661296592396,0.9730294585987261
22,0.08602288469214879,0.9727861253196931,0.09227480136664809,0.9731289808917197
23,0.08485283988439823,0.9733855498721228,0.09186368748830383,0.9740246815286624
24,0.08478866972962913,0.9732257033248082,0.09195327934375994,0.9747213375796179
25,0.08467450616952708,0.9725463554987213,0.09058524146201505,0.9741242038216561
26,0.08404289405135547,0.9734255115089514,0.08953940498221452,0.9748208598726115
27,0.08425085215121889,0.9731457800511509,0.08881606659881629,0.9753184713375797
28,0.08401411971853823,0.9732656649616368,0.08837885347900877,0.9768113057324841
29,0.08331867018738366,0.9734255115089514,0.09189727351923657,0.9739251592356688
30,0.08303778520439897,0.97346547314578,0.08936142114696989,0.976015127388535
31,0.08023748213372876,0.9746643222506394,0.08683938210367396,0.9763136942675159
32,0.0800479334467055,0.9744844948849105,0.08908541249051975,0.974422770700637
33,0.07980281299413622,0.9746643222506394,0.08781020125006414,0.9758160828025477
34,0.07936711056762949,0.9747842071611253,0.08826522866062297,0.976015127388535
35,0.07945387537979409,0.9751438618925832,0.08761566663813439,0.9758160828025477
36,0.07953894320313278,0.9746843030690537,0.08892524380023313,0.9763136942675159
37,0.07932469672749719,0.9750839194373402,0.08707416176226489,0.9761146496815286
38,0.07929197757902658,0.97494405370844,0.08545879170203664,0.9770103503184714
39,0.07914856630746665,0.9750639386189258,0.0871515217575298,0.9762141719745223
40,0.07888902583733544,0.97494405370844,0.08536859108194424,0.9766122611464968
41,0.07777735181248097,0.9753436700767263,0.08572281365561638,0.9765127388535032
42,0.07763918680722451,0.9756234015345269,0.0861518038021531,0.977109872611465
43,0.07757623447938954,0.9755434782608695,0.08570914952808124,0.977109872611465
44,0.07759517124470543,0.9756234015345269,0.08577657282162623,0.977109872611465
45,0.07749915441207568,0.9757832480818415,0.08622919820296536,0.9764132165605095
46,0.07749775860963574,0.9759031329923273,0.08621611759351318,0.9770103503184714
47,0.07745703014418902,0.9754835358056266,0.08641512250634516,0.9770103503184714
48,0.0772792825289547,0.9758032289002557,0.08618685807202273,0.9766122611464968
49,0.07737575470448455,0.9756433823529411,0.08680682804933779,0.9766122611464968
50,0.0775031777922912,0.9753436700767263,0.08548967217563823,0.977109872611465
