d_dim,train_loss,train_accuracy,val_loss,val_accuracy
1,4.5882619863510135,0.7398,3.4890143689076614,0.7847332802547771
2,3.645216116142273,0.78585,3.5053903426334356,0.7969745222929936
3,3.5821086328983305,0.79435,4.009751961489392,0.768312101910828
4,3.4574697006225588,0.799075,3.2985718671683295,0.7917993630573248
5,3.4311421066761016,0.80485,3.560424332406111,0.8056329617834395
6,3.424335926246643,0.805025,3.457461631222136,0.7898089171974523
7,3.458405658006668,0.802,3.5770604441500016,0.799562101910828
8,3.394526949977875,0.807675,3.682785759306258,0.8044386942675159
9,3.4285433618545533,0.8079,3.8235004358230884,0.7834394904458599
10,3.4317084666252136,0.80795,3.1467356738770844,0.8107085987261147
11,2.1942636584281923,0.851075,2.2851697183718347,0.84265525477707
12,1.924023239660263,0.8577,2.2347961658505118,0.8428542993630573
13,1.8413196509361267,0.858325,2.1543523222208023,0.8400676751592356
14,1.7969194349050521,0.858575,2.1527554165026186,0.8404657643312102
15,1.7664931929349899,0.859275,2.1228497639583175,0.8383757961783439
16,1.749062244606018,0.859275,2.0866965377216884,0.8419585987261147
17,1.7314685914993286,0.858275,2.108137900852094,0.8400676751592356
18,1.720910714673996,0.859625,2.0759699471816897,0.8407643312101911
19,1.713003746008873,0.85835,2.052896241093897,0.8409633757961783
20,1.6999526500225066,0.8592,2.1190797546107296,0.8400676751592356
21,1.6067857832431793,0.864625,2.0577863917988575,0.8396695859872612
22,1.5926395497322083,0.86565,2.065112377048298,0.839171974522293
23,1.587114511656761,0.86535,2.0546210715725164,0.8397691082802548
24,1.5838366067171097,0.86505,2.0575750718830497,0.8395700636942676
25,1.581163354754448,0.864725,2.0449363674707475,0.8401671974522293
26,1.5798034386157989,0.864325,2.047948762489732,0.8402667197452229
27,1.5781180740356446,0.865325,2.0513943729886583,0.8413614649681529
28,1.5771786164283752,0.8648,2.0474281474283544,0.8400676751592356
29,1.5762968760728837,0.864475,2.0471323031908386,0.8406648089171974
30,1.5746572659015656,0.864375,2.047812492224821,0.8397691082802548
