d_dim,train_loss,train_accuracy,val_loss,val_accuracy
1,8.454805246734619,0.570625,7.4275418269406455,0.6113654458598726
2,7.9199881980896,0.609625,8.11102440250907,0.6024084394904459
3,7.905771586990356,0.613525,8.26088495770837,0.5765326433121019
4,7.885117290496826,0.611625,8.336540995130115,0.5811106687898089
5,7.885026421737671,0.61535,7.9165036647942415,0.6035031847133758
6,7.950297505187988,0.61175,7.654798087041089,0.6171377388535032
7,7.92445475616455,0.613625,9.273591849454649,0.5722531847133758
8,7.854220752334594,0.613625,9.310843677277777,0.5756369426751592
9,7.9370280994415285,0.6134,8.485763229382266,0.5698646496815286
10,7.903804333877564,0.61495,8.149376229875406,0.6050955414012739
11,6.569688913726806,0.65015,6.8750753994959934,0.6328622611464968
12,6.43815669631958,0.648475,6.870329755127051,0.6383359872611465
13,6.424759711837768,0.6489,6.799950633079383,0.6369426751592356
14,6.411874374389648,0.6499,6.801031700365103,0.6315684713375797
15,6.409040699005127,0.6486,6.780544265819962,0.6342555732484076
16,6.40752001953125,0.649075,6.758998289229764,0.6363455414012739
17,6.41166581993103,0.647825,6.827683716063287,0.6344546178343949
18,6.403860499954224,0.649675,6.7605560342217705,0.6326632165605095
19,6.402163831710816,0.648725,6.79335393419691,0.6297770700636943
20,6.412968589401245,0.648325,6.822551944453245,0.6285828025477707
21,6.317497552871704,0.649825,6.732257613710537,0.6318670382165605
22,6.300578467178345,0.650675,6.720182503864264,0.6330613057324841
23,6.294700979614258,0.6504,6.717470237403918,0.6336584394904459
24,6.293831882286072,0.651175,6.715062856674194,0.6352507961783439
25,6.2919060947418215,0.651275,6.713142489172091,0.6347531847133758
26,6.29186699295044,0.651575,6.714349534101547,0.6339570063694268
27,6.29175618057251,0.650625,6.713701752340718,0.6344546178343949
28,6.291498865509033,0.6511,6.711587787433794,0.6350517515923567
29,6.291741722488403,0.651025,6.711111580490306,0.6351512738853503
30,6.29027452545166,0.650725,6.712684983660461,0.634952229299363
