d_dim,train_loss,train_accuracy,val_loss,val_accuracy
1,4.796740401268005,0.7243,4.170842135028475,0.7604498407643312
2,4.085310458564758,0.763,4.341660103980144,0.7465167197452229
3,4.104634312057495,0.76565,4.001390993595123,0.7612460191082803
4,3.9926165103912354,0.77125,3.904183241971739,0.7724920382165605
5,4.0824549076080325,0.7751,4.801804157579021,0.7360668789808917
6,4.0435090582847595,0.7789,4.533117774945156,0.7636345541401274
7,4.001892613220215,0.7805,4.52595272793132,0.7620421974522293
8,4.062674290752411,0.779575,4.790105986747013,0.7631369426751592
9,3.9707491503715513,0.781475,4.890289993043158,0.7584593949044586
10,3.9886173963546754,0.784225,3.9200711804590407,0.7948845541401274
11,2.683967733335495,0.829,2.910273151223067,0.8096138535031847
12,2.430699609565735,0.829525,2.8535849258398556,0.8123009554140127
13,2.358767017364502,0.831725,2.831391967405939,0.8077229299363057
14,2.317964790916443,0.82995,2.7794515332978245,0.8064291401273885
15,2.2985009380817414,0.829125,2.7729120533557454,0.8078224522292994
16,2.283098896408081,0.830825,2.7459946582271795,0.8127985668789809
17,2.2677298618316653,0.829625,2.7364880702677805,0.8059315286624203
18,2.2536171030044554,0.829875,2.7425217256424532,0.8118033439490446
19,2.24750034327507,0.830525,2.733771952664017,0.8086186305732485
20,2.245431004190445,0.831275,2.6978644035804042,0.8094148089171974
21,2.1356370923042296,0.834925,2.6767674130239305,0.8108081210191083
22,2.123954030060768,0.83545,2.6712643103614733,0.8125
23,2.1187611254692076,0.83545,2.6739715182097856,0.8133957006369427
24,2.114928211450577,0.8356,2.668309982605041,0.8138933121019108
25,2.113473008489609,0.836175,2.6757025416869267,0.81359474522293
26,2.1123351789951323,0.835925,2.665919910950266,0.8136942675159236
27,2.1118140141010286,0.8359,2.670954773000851,0.8119028662420382
28,2.1110312227249146,0.835875,2.665664292444849,0.8125
29,2.1105238236427306,0.83565,2.6708026093662163,0.81359474522293
30,2.1088045296669007,0.83595,2.6716682842582653,0.8130971337579618
