d_dim,train_loss,train_accuracy,val_loss,val_accuracy
50,18.59967704925537,0.2868,19.076180233317576,0.26940684713375795
100,nan,0.0981,nan,0.10121417197452229
200,nan,0.0981,nan,0.10121417197452229
300,nan,0.0981,nan,0.10121417197452229
400,nan,0.0981,nan,0.10121417197452229
500,nan,0.0981,nan,0.10121417197452229
