d_dim,train_loss,train_accuracy,val_loss,val_accuracy,subspace_distance
50,1.8526179031337924,0.399116847826087,1.819789193997717,0.4260549363057325,
100,1.5917619716785754,0.5121882992327366,1.5534577111529697,0.5473726114649682,
200,1.3076074986201722,0.6295756074168798,1.248654373891794,0.6618232484076433,
300,1.0689323603954461,0.7021059782608695,0.9993527057064566,0.7329816878980892,
400,0.947048714398728,0.7293997762148338,0.8864478362593681,0.7570660828025477,
500,0.7920933878025436,0.7726582480818415,0.7309127362670412,0.7983678343949044,
