d_dim,train_loss,train_accuracy,val_loss,val_accuracy
1,1.093311659002304,0.704225,0.7735528609934886,0.7913017515923567
2,0.7213087923049927,0.804025,0.6783142917475123,0.8163813694267515
3,0.6695672823905945,0.817475,0.6568387323504041,0.8212579617834395
4,0.6451842026233673,0.82565,0.6832728442872406,0.8153861464968153
5,0.6300494131326675,0.828525,0.6136872196083616,0.8350915605095541
6,0.6266146507501602,0.83185,0.6674302528808072,0.8213574840764332
7,0.6238193081378937,0.833325,0.6179147664528744,0.8332006369426752
8,0.6220803931236267,0.83385,0.6308339379585473,0.8241441082802548
9,0.6261112697720528,0.834475,0.6301666401374112,0.8376791401273885
10,0.6233775905132294,0.83515,0.6101668697253914,0.8371815286624203
11,0.6283820149898529,0.833175,0.7105330267244843,0.8153861464968153
12,0.6168090364456177,0.837575,0.6252196710200826,0.8335987261146497
13,0.615294191968441,0.8388,0.628580991819406,0.8382762738853503
14,0.6060390178442001,0.8402,0.6397566411905228,0.8305135350318471
15,0.599617668890953,0.842225,0.7393704853050268,0.8077229299363057
16,0.6114437472343445,0.841275,0.6406943911010292,0.8242436305732485
17,0.6011395379543304,0.84135,0.5976880196553127,0.8423566878980892
18,0.6098107834339141,0.841725,0.7390642447076785,0.8215565286624203
19,0.6052078567504883,0.84035,0.6760148961263098,0.8269307324840764
20,0.6086504377603531,0.84275,0.6060869505830632,0.8381767515923567
21,0.6107760256171226,0.8404,0.6225934196619471,0.8332006369426752
22,0.6054192494213582,0.840325,0.6428284032899103,0.833797770700637
23,0.60185395758152,0.844025,0.636889014464275,0.8412619426751592
24,0.5989823009967804,0.844775,0.6199183316936918,0.8378781847133758
25,0.6094357093095779,0.84235,0.629276609249935,0.8383757961783439
26,0.6098925665140152,0.842325,0.717030886252215,0.8199641719745223
27,0.6091255771398544,0.84345,0.6142679169109673,0.839171974522293
28,0.6111914095878601,0.843225,0.6010301225599209,0.8445461783439491
29,0.6167748773396016,0.842325,0.5651700333899753,0.854796974522293
30,0.6173297654390335,0.8406,0.5621245013680428,0.8531050955414012
