d_dim,train_loss,train_accuracy,val_loss,val_accuracy
1,2.737481873321533,0.51475,2.3616024255752563,0.5659832802547771
2,2.431583787536621,0.573475,2.519337638168578,0.565187101910828
3,2.3701374998092652,0.583375,2.388517648551115,0.5782245222929936
4,2.4030779514312743,0.579,2.065856304897624,0.6102707006369427
5,2.377905437660217,0.5783,2.2032889682016554,0.583797770700637
6,2.409319890880585,0.581325,2.7190564567116415,0.5262738853503185
7,2.3783989805221557,0.578775,2.4969938788444375,0.5748407643312102
8,2.411862405872345,0.576925,2.2229017565964133,0.600218949044586
9,2.3805444580078126,0.579025,2.171409042777529,0.5829020700636943
10,2.393351739883423,0.57515,2.936864283434145,0.5475716560509554
11,2.403120383834839,0.578625,2.1686717400884934,0.5904657643312102
12,2.378166930770874,0.5815,2.4009052750411306,0.5789211783439491
13,2.4177027265548707,0.575325,2.376856882860706,0.5750398089171974
14,2.362112627220154,0.5837,2.136881747822853,0.6067874203821656
15,2.4017311847686766,0.58085,2.3063766242592196,0.5806130573248408
16,2.36880384311676,0.580125,2.1425533708493423,0.6024084394904459
17,2.377175848865509,0.581225,2.3785341211185336,0.5776273885350318
18,2.365552840232849,0.582425,2.217886499538543,0.59484474522293
19,2.370300064563751,0.58125,2.292960363588515,0.5940485668789809
20,2.3494777870178223,0.5815,2.1804011084471537,0.6134554140127388
21,2.3665797139167783,0.583825,3.227965364030972,0.5158240445859873
22,2.387176787471771,0.57715,2.0847974730904695,0.6111664012738853
23,2.3790186383247374,0.581775,2.704692484466893,0.5558320063694268
24,2.3695874979019167,0.58215,2.3522625371908688,0.5696656050955414
25,2.37569735622406,0.58065,2.2098247257007917,0.5928542993630573
26,2.3423446981430054,0.582275,2.1472979191761867,0.5915605095541401
27,2.375221517944336,0.580575,2.0844801246740254,0.6103702229299363
28,2.4265540172576903,0.575675,2.5853781373637497,0.5558320063694268
29,2.403166728591919,0.578175,2.3062160614949123,0.601015127388535
30,2.4025909251213076,0.578225,2.2340253044845193,0.5902667197452229
