d_dim,train_loss,train_accuracy,val_loss,val_accuracy
1,4.4721289760589595,0.333,4.408539026406161,0.3708200636942675
2,4.007740661621094,0.407,3.9730068361683255,0.414609872611465
3,3.996252529144287,0.406075,4.281536220744917,0.37460191082802546
4,3.9920779987335204,0.405175,4.2757338247481425,0.4015724522292994
5,3.968883308029175,0.406675,3.9595293649442636,0.39798964968152867
6,3.995470390510559,0.4059,4.033034095338955,0.376890923566879
7,3.995679500198364,0.40625,4.187977298809464,0.3714171974522293
8,3.9878145027160645,0.4086,4.153364526238411,0.40515525477707004
9,3.9919933475494385,0.408,4.024722365057393,0.4171974522292994
10,3.995636828041077,0.407725,4.005641624426386,0.40226910828025475
11,4.0118149503707885,0.4073,4.012268415681875,0.404359076433121
12,3.997149654006958,0.407725,4.04513537959688,0.4148089171974522
13,4.004129771614075,0.40315,4.191475474910372,0.3869426751592357
14,3.994278539657593,0.4042,4.185334158551162,0.37460191082802546
15,3.9902974781036376,0.412125,4.0775829257479135,0.3945063694267516
16,3.9959016849517823,0.408725,3.9739712423579707,0.4143113057324841
17,4.005424948883056,0.406875,3.959486967439105,0.4121218152866242
18,3.9936015466690065,0.406575,4.124182242496758,0.4091361464968153
19,4.001412368774414,0.407975,3.9309971165505186,0.39988057324840764
20,4.006033766555786,0.4027,3.9221526953824766,0.390625
21,3.990891502761841,0.405275,4.001403312014926,0.40625
22,3.986489825820923,0.40745,4.0049121379852295,0.41033041401273884
23,3.99270112953186,0.407075,4.02263149030649,0.40376194267515925
24,3.982793730545044,0.407175,4.123715007381075,0.40605095541401276
25,3.9879060237884523,0.4081,4.071179221390159,0.40216958598726116
26,3.9906632312774657,0.40915,4.054018755627286,0.3926154458598726
27,4.014747851943969,0.4033,4.1509826319992165,0.3943073248407643
28,3.9932051803588866,0.4066,4.174622459776082,0.39958200636942676
29,3.993129187774658,0.40865,4.025018581159555,0.404359076433121
30,3.9963169216156005,0.4089,4.029539310248794,0.3996815286624204
