d_dim,train_loss,train_accuracy,val_loss,val_accuracy
1,0.875324519944191,0.7571,0.5502200422772936,0.8420581210191083
2,0.5117472757339477,0.852,0.4768991127230559,0.8643511146496815
3,0.4699223300099373,0.8661,0.4482951974792845,0.8771894904458599
4,0.434786934697628,0.876575,0.44283872059765894,0.876890923566879
5,0.4183255627989769,0.88375,0.42860643703276946,0.8805732484076433
6,0.4090740737915039,0.8868,0.39144148392851946,0.8902269108280255
7,0.4017200945138931,0.88845,0.4123326960927362,0.8852507961783439
8,0.3998587296485901,0.89015,0.4144193073556681,0.8812699044585988
9,0.39772969881296155,0.8878,0.447294903788597,0.8785828025477707
10,0.3928939987897873,0.891925,0.44082068248539213,0.8770899681528662
11,0.38833421983718874,0.8918,0.47840365193262224,0.8751990445859873
12,0.38884843088388443,0.89305,0.3945044418618937,0.8909235668789809
13,0.3851139038681984,0.89485,0.4011014131413903,0.8899283439490446
14,0.38323874007463454,0.893675,0.3816425835915432,0.8947054140127388
15,0.37489849668741226,0.896975,0.42268149478799977,0.8824641719745223
16,0.37073902453184127,0.898875,0.4193186572023258,0.8893312101910829
17,0.3580553572177887,0.902425,0.37403996113189464,0.8990843949044586
18,0.35268598979711535,0.90215,0.3887911746456365,0.8965963375796179
19,0.3476834967494011,0.9046,0.38442620169964564,0.8980891719745223
20,0.3458108984231949,0.90525,0.39909580686859264,0.8943073248407644
21,0.33771509963274005,0.906575,0.3903468130690277,0.9014729299363057
22,0.3381409169316292,0.908625,0.38912182718895044,0.9000796178343949
23,0.3365530832409859,0.908225,0.40500000081244547,0.8940087579617835
24,0.337411165702343,0.9083,0.4399223142084043,0.8777866242038217
25,0.3321921659827232,0.9078,0.3823339903050927,0.8937101910828026
26,0.3325964485883713,0.90945,0.338577370782187,0.9069466560509554
27,0.32792215634584426,0.90995,0.36766050732249667,0.9019705414012739
28,0.3195585011482239,0.91265,0.4168680651932006,0.8877388535031847
29,0.3216294144511223,0.9115,0.3615987294228973,0.8999800955414012
30,0.31240678770542146,0.9126,0.36710936884591533,0.9031648089171974
