epoch,train_loss,train_accuracy,val_loss,val_accuracy,subspace_distance
1,1.1799702469802573,0.7784926470588235,0.8347383661634603,0.8696257961783439,9.012665032059886e-06
2,0.7815525754333457,0.8677869245524297,0.626220160798662,0.8988853503184714,1.1883717888849787e-05
3,0.6261037769524948,0.8871683184143222,0.5170771789019275,0.9126194267515924,1.5652833099011332e-05
4,0.5374011933574896,0.8987172314578005,0.4590660420003211,0.9193869426751592,1.828171116358135e-05
5,0.48432336339865195,0.9041320332480819,0.4147169751346491,0.9205812101910829,2.0154942831140943e-05
6,0.44536475776254064,0.90934702685422,0.37904767502265374,0.9252587579617835,2.0071331164217554e-05
7,0.4202476736072384,0.9111253196930946,0.3612126795349607,0.9271496815286624,2.229518759122584e-05
8,0.3996112077399288,0.9134830562659847,0.3422662246568947,0.9294386942675159,2.4014405425987206e-05
9,0.3790123691720426,0.9165601023017903,0.32625708406328396,0.9335191082802548,2.5063547582249157e-05
10,0.36329932882429083,0.918338395140665,0.3135077346851871,0.9354100318471338,2.532721555326134e-05
11,0.3504782714845274,0.9213754795396419,0.3113492715415681,0.9353105095541401,2.5840115995379165e-05
12,0.3464163556847426,0.9215553069053708,0.30088081604735867,0.9381966560509554,2.5205448764609173e-05
13,0.3439415247963213,0.9218949808184144,0.2984494037783829,0.9372014331210191,2.396847412455827e-05
14,0.3384169981150371,0.9228340792838875,0.29551125502890085,0.9379976114649682,2.6065574274980463e-05
15,0.33435691883573143,0.92349344629156,0.2891534306346231,0.9387937898089171,2.63103920588037e-05
16,0.3310039394423175,0.9242127557544757,0.2867352375464075,0.9391918789808917,2.6679941584006883e-05
17,0.328754056730996,0.9237531969309463,0.28681424359796914,0.9391918789808917,2.7645466616377234e-05
18,0.3238292591803519,0.9254515664961637,0.2807229266614671,0.9389928343949044,2.5783585442695767e-05
19,0.3225052199133522,0.9256114130434783,0.2767809190947539,0.9410828025477707,2.734026566031389e-05
20,0.3157444828382843,0.9271699168797954,0.2761740565869459,0.9389928343949044,2.851416684279684e-05
21,0.31296430057500635,0.9271499360613811,0.27171007287540255,0.9383957006369427,2.6994195650331676e-05
22,0.3143735521132379,0.9269900895140665,0.272290798414285,0.940187101910828,2.8791338991140947e-05
23,0.31277056859658503,0.9274696291560103,0.2735948375171157,0.9416799363057324,2.637537181726657e-05
24,0.3093430649517747,0.9288682864450127,0.2741734114517072,0.9384952229299363,2.7266711185802706e-05
25,0.31258981663476476,0.9273697250639387,0.27287444970600166,0.9413813694267515,2.7984475309494883e-05
26,0.31055865069027144,0.928328804347826,0.27172859819831363,0.9416799363057324,2.7438583856564946e-05
27,0.3086908347428302,0.9279291879795396,0.2680932693420702,0.9415804140127388,2.778747511911206e-05
28,0.3089284320621539,0.9283088235294118,0.2698684803144947,0.9414808917197452,2.6714733394328505e-05
29,0.3066887792838199,0.9290281329923273,0.2698442534466458,0.9410828025477707,2.9043585527688265e-05
30,0.30640307238415987,0.9278492647058824,0.26886481113114935,0.9417794585987261,2.7995552954962477e-05
