d_dim,train_loss,train_accuracy,val_loss,val_accuracy
1,0.9644715449333191,0.737125,0.7097680014409836,0.794984076433121
2,0.6496478526830674,0.815775,0.640180520286226,0.8152866242038217
3,0.6006338697433472,0.83165,0.6112030763060424,0.8318073248407644
4,0.5733414405107499,0.84085,0.6748452095469092,0.8153861464968153
5,0.5682853539466858,0.84355,0.5563916482363537,0.8355891719745223
6,0.5560545624017715,0.846375,0.5479902234047082,0.8457404458598726
7,0.5572694578647613,0.845675,0.6090603406262246,0.8256369426751592
8,0.5526623161554337,0.847475,0.6491962399832003,0.8246417197452229
9,0.5514294781565666,0.84785,0.5966611924065146,0.8408638535031847
10,0.5485357650160789,0.849975,0.6086598251275955,0.8321058917197452
11,0.453526187312603,0.87285,0.48721689019043735,0.8641520700636943
12,0.44223479526042936,0.8753,0.4802700665061641,0.8640525477707006
13,0.4393403822660446,0.8766,0.48298635338522067,0.863156847133758
14,0.43777315582036974,0.877075,0.47986176809307873,0.8655453821656051
15,0.4363832025051117,0.87735,0.4764501174354249,0.8654458598726115
16,0.4342462159514427,0.87845,0.47810656401761775,0.8651472929936306
17,0.43296103781461714,0.8777,0.4739544406817977,0.8688296178343949
18,0.43245436534881593,0.878825,0.4781536875162155,0.865047770700637
19,0.4316370470046997,0.87855,0.47725832519257905,0.8680334394904459
20,0.4313524909734726,0.8787,0.4756312210848377,0.865843949044586
21,0.42245131908655165,0.88145,0.46939238222541324,0.867734872611465
22,0.42151964724063873,0.881425,0.46951498603744873,0.8679339171974523
23,0.4209974985361099,0.8813,0.469302039047715,0.8670382165605095
24,0.4209448469519615,0.881225,0.46947048106201134,0.8675358280254777
25,0.4208375106573105,0.88125,0.46918225933791724,0.8679339171974523
26,0.42061540710926054,0.881125,0.46874336153268814,0.8675358280254777
27,0.42044426651000977,0.881075,0.4703525274422518,0.8682324840764332
28,0.4204124038696289,0.8819,0.4692113118091966,0.8671377388535032
29,0.42039410626888274,0.8813,0.46942085383614157,0.8682324840764332
30,0.4201472666978836,0.88115,0.47067195637400744,0.8687300955414012
