d_dim,train_loss,train_accuracy,val_loss,val_accuracy
1,0.8557535600185394,0.7743,0.5805530480708286,0.8286226114649682
2,0.5244370905399323,0.847375,0.5133628049853501,0.8468351910828026
3,0.5045309784054757,0.854475,0.49513227155633793,0.8553941082802548
4,0.4806871373176575,0.8611,0.5354337478709069,0.8454418789808917
5,0.4578550413489342,0.866875,0.4556960910321421,0.8688296178343949
6,0.44477121451497076,0.8729,0.45278178378465067,0.8684315286624203
7,0.4378563066124916,0.874925,0.4635144100067722,0.8675358280254777
8,0.43283299589157104,0.875975,0.42607619770013605,0.8812699044585988
9,0.4324457374095917,0.877825,0.5763456721784203,0.8416600318471338
10,0.4224092692732811,0.8779,0.4625009411269692,0.8740047770700637
11,0.3388197097063065,0.9024,0.3708297797259252,0.8915207006369427
12,0.3254267418384552,0.9059,0.3652368686428875,0.8945063694267515
13,0.32179659031033514,0.90695,0.37204797217135976,0.8916202229299363
14,0.3191836067676544,0.908225,0.36199855154297156,0.8950039808917197
15,0.3176613368958235,0.90745,0.36088937383358644,0.894406847133758
16,0.31641200160980226,0.907675,0.36588953724902146,0.8946058917197452
17,0.3145351316273212,0.908175,0.3681915171539328,0.8941082802547771
18,0.3137403250813484,0.90875,0.35969682747296466,0.8946058917197452
19,0.3131034112215042,0.9084,0.3605777806821902,0.8956011146496815
20,0.3125775906383991,0.909125,0.35945270938953017,0.8955015923566879
21,0.3042435371994972,0.9119,0.35787045440761145,0.8953025477707006
22,0.3031852135181427,0.912,0.35709282250446117,0.8950039808917197
23,0.30296348215937613,0.911625,0.3574939834037025,0.8958001592356688
24,0.30282065225839616,0.911875,0.3572883278985692,0.895203025477707
25,0.3026018438100815,0.9119,0.35681417366121987,0.8958001592356688
26,0.30252547293901444,0.912325,0.35610322839325403,0.8961982484076433
27,0.3023226149111986,0.91235,0.3570435860544253,0.8961982484076433
28,0.30233297097682954,0.912275,0.3565819276745912,0.8959992038216561
29,0.30219889736175537,0.9121,0.3572174179705845,0.8958996815286624
30,0.30216628618240354,0.912325,0.35684725464244554,0.8957006369426752
