d_dim,train_loss,train_accuracy,val_loss,val_accuracy
1,2.8373499404907228,0.516075,3.0689296684447367,0.4898487261146497
2,2.5661995206832886,0.5619,2.477054009771651,0.5550358280254777
3,2.6028291646957395,0.5545,3.944246662650139,0.46695859872611467
4,2.550766300010681,0.56325,2.40985415581685,0.5774283439490446
5,2.5676609788894655,0.557975,2.4231726568975267,0.5638933121019108
6,2.561832256126404,0.55845,3.212866975243684,0.5035828025477707
7,2.561688892173767,0.555575,2.3679685091516776,0.5721536624203821
8,2.536150389289856,0.5561,2.33422816407149,0.5692675159235668
9,2.5762477672576902,0.5564,2.7166243047471257,0.5600119426751592
10,2.578208162879944,0.55275,2.429247121142734,0.5483678343949044
11,2.0477060453414917,0.596875,2.1041609754987585,0.591062898089172
12,2.022285918998718,0.6023,2.112056356706437,0.5896695859872612
13,2.018645986366272,0.6037,2.079815058571518,0.6013136942675159
14,2.0171362745285033,0.605425,2.0886567853818274,0.5991242038216561
15,2.0174573706626893,0.605975,2.0908604241480493,0.601015127388535
16,2.01610953207016,0.6064,2.0894545217987837,0.5979299363057324
17,2.0160389293670655,0.606525,2.0883056206308352,0.5987261146496815
18,2.015634203338623,0.606475,2.0782214946048274,0.598328025477707
19,2.0167346710205076,0.608,2.0890056528862875,0.5958399681528662
20,2.016171747112274,0.607225,2.0843792064174727,0.5998208598726115
21,1.9940325101852416,0.612075,2.0733660406367793,0.6008160828025477
22,1.9918126438140868,0.6112,2.0734425517404156,0.5998208598726115
23,1.9905896284103393,0.610325,2.073504201925484,0.6003184713375797
24,1.990605052280426,0.61005,2.0750853954606754,0.6000199044585988
25,1.99103549451828,0.610475,2.0729199260663074,0.6004179936305732
26,1.990346757888794,0.610925,2.0735296307096056,0.6006170382165605
27,1.9905053202629088,0.611175,2.0729304077518975,0.601015127388535
28,1.9905377807617188,0.6107,2.075671523239962,0.6004179936305732
29,1.9901634243011475,0.6103,2.0725645168571716,0.5997213375796179
30,1.9903180209159852,0.61105,2.0716290743487655,0.5993232484076433
