d_dim,train_loss,train_accuracy,val_loss,val_accuracy
1,0.871742105102539,0.7519,0.5375765626597556,0.84484474522293
2,0.4487790215849876,0.865875,0.42926664498581246,0.8706210191082803
3,0.3979069833636284,0.8839,0.3856488021600778,0.8863455414012739
4,0.3682032422542572,0.892575,0.35553178053562806,0.8964968152866242
5,0.3513843195915222,0.897525,0.3492429879060976,0.8971934713375797
6,0.34285541031956673,0.901575,0.33107171672734487,0.8995820063694268
7,0.3320689927339554,0.9033,0.36313100443903806,0.8947054140127388
8,0.3270718990385532,0.905825,0.3344863803855553,0.8983877388535032
9,0.31994295405745504,0.90755,0.3390363253131034,0.8986863057324841
10,0.3156049118757248,0.910175,0.4011459533765817,0.8808718152866242
11,0.25647704162597657,0.926725,0.2898555546761698,0.9143113057324841
12,0.24767038065195085,0.92795,0.28246726506170194,0.9179936305732485
13,0.24375220783948898,0.9289,0.2836839433545899,0.9145103503184714
14,0.2423926299661398,0.9294,0.2830119727381096,0.9163017515923567
15,0.2411040142118931,0.930625,0.2818680094780436,0.9173964968152867
16,0.23996771879196166,0.93015,0.2814856314213033,0.9161027070063694
17,0.23925971868038176,0.929575,0.27898316742603185,0.9161027070063694
18,0.2387640802681446,0.930275,0.28058150270657173,0.9169984076433121
19,0.23783372614383697,0.9306,0.2816984685742931,0.9185907643312102
20,0.23784228741526603,0.9306,0.28067335253878006,0.9173964968152867
21,0.23216052263081075,0.931625,0.27826442583731026,0.9169984076433121
22,0.23120407418906688,0.932,0.2776223237442363,0.9177945859872612
23,0.2312108160495758,0.9322,0.2780213024301134,0.9171974522292994
24,0.23106340960264207,0.931825,0.27796693708581527,0.9166998407643312
25,0.2310091697335243,0.93215,0.27783786573085434,0.9164012738853503
26,0.23094273832142354,0.932175,0.2777399488125637,0.9171974522292994
27,0.23066942607164384,0.93185,0.2784440780331375,0.9171974522292994
28,0.2308190532952547,0.932075,0.27768182557574506,0.9167993630573248
29,0.23067804446220397,0.9317,0.27767909735820856,0.9176950636942676
30,0.2305883183300495,0.9321,0.27788215374965575,0.9168988853503185
