d_dim,train_loss,train_accuracy,val_loss,val_accuracy,subspace_distance
50,1.5569832892064244,0.518542199488491,1.5099938196741092,0.5455812101910829,
100,1.1030982950764239,0.6996083759590793,1.0619635612342009,0.7216361464968153,
200,0.6774887710504824,0.8314817774936062,0.6245747759084034,0.8550955414012739,
300,0.4656088261500649,0.8877277813299232,0.40919414874474713,0.9083399681528662,
400,0.3827068113228854,0.908108216112532,0.3315689841368396,0.9244625796178344,
500,0.30064377928024055,0.9228340792838875,0.25588968227718284,0.9366042993630573,
