d_dim,train_loss,train_accuracy,val_loss,val_accuracy,subspace_distance
50,1.2949955735517584,0.5776454603580563,1.282431620321456,0.5782245222929936,
100,0.662719789730466,0.7918198529411765,0.6284651699339509,0.8037420382165605,
200,0.38654889915224233,0.8822130754475703,0.35112901601442104,0.8941082802547771,
300,0.2752267392471318,0.9153212915601023,0.2575213859320446,0.92078025477707,
400,0.18967959669220935,0.9409766624040921,0.1885089009857861,0.9437699044585988,
500,0.1453755179948895,0.9544037723785166,0.148737246823159,0.9546178343949044,
