d_dim,train_loss,train_accuracy,val_loss,val_accuracy,subspace_distance
100,2.304231658273814,0.10795434032167707,2.2994737148284914,0.11972855553030967,
200,2.3014077751003965,0.11125667849365546,2.294049596786499,0.1289441168308258,
400,2.2950354303632463,0.13035059978767316,2.280987286567688,0.17565768510103225,
600,2.286056460166464,0.14945354601558375,2.261495041847229,0.2341637432575226,
800,2.2824458394731795,0.16923335498693037,2.254875159263611,0.27923708558082583,
1000,2.274010249546596,0.2167171556122449,2.235712099075317,0.38447863459587095,
