epoch,train_loss,train_accuracy,val_loss,val_accuracy
1,2.2950300828880055,0.10292119565217392,2.2799397000841273,0.11464968152866242
2,2.2542284967954203,0.23209718670076726,2.2144418112031974,0.38067277070063693
3,2.099421178593355,0.43636109335038364,1.8814965592827766,0.5027866242038217
4,1.4309759168978542,0.6320332480818415,0.9484059795452531,0.7580613057324841
5,0.7573031873044456,0.7809103260869565,0.5818381169988851,0.8250398089171974
6,0.5505139977883196,0.8347985933503836,0.45923994595457795,0.8603702229299363
7,0.45787039143807445,0.8646699168797954,0.3832538699743095,0.8882364649681529
8,0.3959163819699336,0.8847506393861893,0.3440699291172301,0.9011743630573248
9,0.3504014916603675,0.8982776534526854,0.2982063126886726,0.9134156050955414
10,0.31410481511136457,0.9088475063938619,0.2682480718110018,0.9246616242038217
11,0.28604862092019956,0.9174192774936062,0.2528006431593257,0.9290406050955414
12,0.2628011769517456,0.9234135230179028,0.23659448069371994,0.9325238853503185
13,0.24430634546310395,0.9286884590792839,0.2168575219667641,0.9398885350318471
14,0.2275409326290764,0.9336237212276215,0.21151255695208623,0.9391918789808917
15,0.21269302248783276,0.9375199808184144,0.18915970440787874,0.9468550955414012
16,0.20009189523527843,0.9407169117647058,0.17891603295400643,0.9498407643312102
17,0.1911555486100028,0.9441136508951407,0.17387862104898805,0.9511345541401274
18,0.1833930501471395,0.9457920396419437,0.16937862896615533,0.9524283439490446
19,0.17583754927853643,0.9481697570332481,0.16026582182118088,0.9549164012738853
20,0.16897502506766326,0.9501078964194374,0.15953764903127768,0.9554140127388535
21,0.16241353740701286,0.9518462276214834,0.14989736870785428,0.957703025477707
22,0.15724571724720013,0.953684462915601,0.1476582721540123,0.956906847133758
23,0.1520070637507207,0.954923273657289,0.14112393439385543,0.9600915605095541
24,0.14743273181226246,0.9566016624040921,0.1368395767299233,0.9623805732484076
25,0.14259587997651618,0.9576406649616368,0.1336584222164883,0.9624800955414012
26,0.1384253910435435,0.9586796675191815,0.1302324744166842,0.9640724522292994
27,0.13524389120719166,0.9600383631713555,0.13096793107451146,0.9621815286624203
28,0.13172874133319348,0.9601782289002557,0.12980889398485992,0.963077229299363
29,0.12869359918719972,0.9611572890025576,0.1271307896229492,0.9654657643312102
30,0.1252437636608739,0.9624960038363172,0.11954547374681303,0.9658638535031847
31,0.12144734113551009,0.9634550831202046,0.11905060774961095,0.9656648089171974
32,0.11934532211793353,0.9639546035805626,0.11729431520127187,0.9666600318471338
33,0.11798493246383526,0.9642942774936062,0.11617866737447727,0.9665605095541401
34,0.11532020625060477,0.9647937979539642,0.112190023942548,0.9677547770700637
35,0.11403402014899894,0.9655330882352942,0.11244327280741588,0.9681528662420382
36,0.11186098802329787,0.9656929347826086,0.10912629705705461,0.96875
37,0.11012779919864119,0.9669717071611253,0.10898104663582364,0.96875
38,0.1082300292208905,0.967391304347826,0.10913828212269552,0.9685509554140127
39,0.10666436583870817,0.9677709398976982,0.10513402478899925,0.9699442675159236
40,0.105109962498974,0.9679707480818415,0.1077350553148871,0.9690485668789809
41,0.10384889760666796,0.968190537084399,0.1091605959709283,0.9686504777070064
42,0.10235128002932005,0.968809942455243,0.10728940424645782,0.9689490445859873
43,0.10098909092185747,0.9690896739130435,0.10837639787584354,0.9690485668789809
44,0.09953739419293678,0.9696890984654731,0.10279171555569977,0.9695461783439491
45,0.09870301108435749,0.9697690217391305,0.09952465257352325,0.9710390127388535
46,0.09648418170221322,0.9707480818414322,0.09716834668900556,0.9711385350318471
47,0.09607881175168335,0.9706881393861893,0.09897017353184663,0.9713375796178344
48,0.09447718004379278,0.9715672953964194,0.09689094147579685,0.9716361464968153
49,0.09382677849029641,0.9714673913043478,0.09738375163476938,0.9707404458598726
50,0.09288332059674556,0.971727141943734,0.09826207796859134,0.9710390127388535
