d_dim,train_loss,train_accuracy,val_loss,val_accuracy
10,2.17456209720553,0.20482336956521738,2.167940373633318,0.2112858280254777
25,1.8308460425842754,0.35897538363171355,1.8075340682533896,0.370421974522293
50,1.2453885307854704,0.5912124360613811,1.1810215130733077,0.6149482484076433
75,0.8534963444980515,0.7265225383631714,0.7991918727850459,0.7409434713375797
100,0.679701471991856,0.7873641304347826,0.6471873321540796,0.8002587579617835
125,0.5486957724098964,0.8277054028132992,0.5010465774566505,0.8487261146496815
150,0.4882335441229898,0.8507033248081841,0.4452244686852595,0.8676353503184714
175,0.420431649288558,0.8700447570332481,0.3834463931193018,0.8798765923566879
200,0.3394690657134556,0.8997762148337596,0.3086500538714752,0.9058519108280255
210,0.31289627724100866,0.9024536445012787,0.2905977603973477,0.9106289808917197
220,0.30457256249416514,0.9047714194373402,0.2762779148093834,0.9142117834394905
230,0.2817304765381624,0.9135829603580563,0.26298636701076655,0.9222730891719745
240,0.29798617753226436,0.9082281010230179,0.2785808356466946,0.9152070063694268
250,0.27316782675931217,0.917219469309463,0.2617161782209281,0.9232683121019108
260,0.2869432872004064,0.9127437659846548,0.26506411663855717,0.9188893312101911
270,0.26468733835327046,0.9186580882352942,0.24658270275137226,0.9244625796178344
280,0.2163821679570943,0.9334239130434783,0.2143698113074728,0.9366042993630573
290,0.22667493741683034,0.931545716112532,0.2291485204533407,0.9340167197452229
300,0.2143439803882252,0.9341232416879796,0.20303983797740405,0.9392914012738853
350,0.1891937739337268,0.9425351662404092,0.1838302883040753,0.9467555732484076
400,0.14822681693126782,0.9542239450127877,0.14963322068760349,0.9564092356687898
450,0.14272021174507069,0.9554627557544757,0.15388325160476052,0.9553144904458599
500,0.11857781864111991,0.9629555626598465,0.12409494146941953,0.963077229299363
