epoch,train_loss,train_accuracy,val_loss,val_accuracy,subspace_distance
1,2.305434358363249,0.09966051578521729,2.304997682571411,0.09596221297979354,99.7697982788086
2,2.3030274352248834,0.09978009486684994,2.302169585227966,0.09726163893938064,205.51919555664062
3,2.300432492275627,0.10349494310057893,2.2995771884918215,0.10804767161607742,305.512451171875
4,2.298207083526923,0.11514713508742196,2.2973582267761232,0.12605229541659355,395.13690185546875
5,2.296058873740994,0.13019153719045679,2.295009803771973,0.14549784660339354,481.8980407714844
6,2.293504101889474,0.13728994708888384,2.2920696258544924,0.14219945818185806,574.1737060546875
7,2.29070867324362,0.13396579878670828,2.2891892910003664,0.13943518847227096,667.2679443359375
8,2.287775375405136,0.1326496768362668,2.285789966583252,0.14537627547979354,768.7152709960938
9,2.2841300769728057,0.1410390144708205,2.281592082977295,0.15879105478525163,882.6722412109375
10,2.2798529255146884,0.15503202317928783,2.27689905166626,0.1693817764520645,1006.3910522460938
11,2.2765232738183467,0.15944065579346248,2.27479248046875,0.17032844424247742,1059.132080078125
12,2.2744139019323857,0.16015587412581153,2.2724739789962767,0.1720025509595871,1114.5462646484375
13,2.272040221155906,0.16428022421136193,2.2698806285858155,0.1761639028787613,1173.2755126953125
14,2.269424599044177,0.17235106016908372,2.2669662952423097,0.18572424948215485,1235.707275390625
15,2.266457752305634,0.17423424276770377,2.2637131929397585,0.17647082209587098,1301.9306640625
16,2.263123945314057,0.1638504163343079,2.2600730419158936,0.1662786990404129,1372.109130859375
17,2.2593632571551265,0.15678697794067617,2.2559645891189577,0.15709303170442582,1446.8262939453125
18,2.255093457747479,0.1520602198279634,2.251330780982971,0.15540298074483871,1525.890869140625
19,2.2503435563068,0.1507429696467458,2.2462696075439452,0.15426897257566452,1608.911865234375
20,2.2452287673950195,0.15001722257964464,2.2408865213394167,0.1557637110352516,1695.098388671875
21,2.241463281670395,0.15017252491444957,2.2386641979217528,0.15628188699483872,1730.31396484375
22,2.239295721054077,0.15014018574539495,2.2364015579223633,0.1567402735352516,1765.9326171875
23,2.2370478182422873,0.15057864237804802,2.234089660644531,0.1573860004544258,1802.009765625
24,2.2347820632311763,0.15070762257186734,2.231725978851318,0.1577766254544258,1838.4908447265625
25,2.232437634954647,0.15128032346161044,2.229303169250488,0.15806959420442582,1875.471435546875
26,2.230085630806125,0.15157137446257532,2.2268247842788695,0.15846021920442582,1912.876220703125
27,2.2276452804098326,0.15181955755973348,2.2242949485778807,0.15872329324483872,1950.6297607421875
28,2.2251453399658203,0.15296458346503122,2.2217140436172484,0.15960219949483873,1988.751708984375
29,2.2225981731804048,0.1534812553804748,2.219080376625061,0.16041334420442582,2027.2601318359375
30,2.220020732101129,0.15438937958405943,2.2163984060287474,0.1619977667927742,2066.125244140625
31,2.2181466063674615,0.15492071697906573,2.2153114795684816,0.1619678720831871,2081.769775390625
32,2.2171134364848233,0.15486205536492018,2.214217281341553,0.1620954230427742,2097.464599609375
33,2.216009806613533,0.1556216457060405,2.2131137371063234,0.1620954230427742,2113.222412109375
34,2.2149674746454977,0.15568519581337364,2.2120014905929564,0.16300422549247742,2129.03564453125
35,2.213863095458673,0.15619133868995977,2.2108803510665895,0.16322943270206453,2144.90087890625
36,2.212781001110466,0.15625789670311674,2.209750008583069,0.16283880770206452,2160.81884765625
37,2.2116471942590206,0.1566512292745162,2.208609867095947,0.16283880770206452,2176.807861328125
38,2.210554283492419,0.15699116459914617,2.207462477684021,0.16274115145206453,2192.85693359375
39,2.2094089060413595,0.15711375219481333,2.206306552886963,0.1632593274116516,2208.967041015625
40,2.208299310839906,0.15749655572735533,2.205142378807068,0.16355229616165162,2225.1435546875
41,2.207491164304772,0.1578022719037776,2.204674315452576,0.16404057741165162,2231.6298828125
42,2.207053179643592,0.1579786323162974,2.204204297065735,0.16404057741165162,2238.12548828125
43,2.2065984959505043,0.15803090102818548,2.2037331104278564,0.1640106827020645,2244.6328125
44,2.206132324374452,0.1582392244314661,2.2032601594924928,0.1643335461616516,2251.1484375
45,2.2056834989664504,0.15852764309669026,2.2027858018875124,0.16413823366165162,2257.6708984375
46,2.205203966218598,0.15887848363847148,2.202310061454773,0.1641681283712387,2264.2021484375
47,2.2047580164306018,0.15907477389793007,2.20183322429657,0.1644909918308258,2270.740478515625
48,2.204285358896061,0.15917442313262395,2.20135498046875,0.1644909918308258,2277.291259765625
49,2.2038136599015217,0.15947149055344717,2.2008750200271607,0.16468630433082582,2283.8505859375
50,2.2033448365269876,0.15968319834495076,2.200393724441528,0.1646564096212387,2290.420166015625
