d_dim,train_loss,train_accuracy,val_loss,val_accuracy
10,31.53723969116211,0.154825,31.431894022947663,0.15386146496815287
15,31.363379510498046,0.140275,30.99417159208067,0.13953025477707007
20,29.647663500976563,0.116325,29.669847318321278,0.11156449044585988
