d_dim,train_loss,train_accuracy,val_loss,val_accuracy,subspace_distance
100,1.167833712094885,0.6101942135549873,1.1220289586455958,0.6244028662420382,
200,0.7712754492488358,0.7520180626598465,0.7264477338191051,0.7685111464968153,
400,0.45750996228450397,0.8579363810741688,0.42806239250549083,0.8661425159235668,
600,0.3634169350194809,0.8898257672634271,0.3484103100457389,0.8958001592356688,
800,0.2939302804486831,0.9111852621483376,0.28402261848852134,0.9167993630573248,
1000,0.2513565347170281,0.9238531010230179,0.24691153130238983,0.9249601910828026,
