epoch,train_loss,train_accuracy,val_loss,val_accuracy,subspace_distance
1,0.43469776929644366,0.9026334718670077,0.1585873314861659,0.9629777070063694,
2,0.1328357335399179,0.9670316496163683,0.0932125141428914,0.9765127388535032,
3,0.09212367842569376,0.9764825767263428,0.10678871429175328,0.9701433121019108,
4,0.07305534348806457,0.9800391624040921,0.07373955653636319,0.9789012738853503,
5,0.06331325463398034,0.9827365728900256,0.07430555389090708,0.977906050955414,
6,0.05365272817413901,0.9850943094629157,0.16172650034070774,0.959593949044586,
7,0.04740813068207115,0.9870524296675192,0.30857601659787687,0.9176950636942676,
8,0.04294826032217506,0.988531010230179,0.10387906247073678,0.9670581210191083,
9,0.04013745297613504,0.9891304347826086,0.08045601303790026,0.9770103503184714,
10,0.03591697509912655,0.9902693414322251,0.059166594153376904,0.982484076433121,
11,0.028272414961091393,0.992806905370844,0.036010013691558956,0.9898487261146497,
12,0.02616119498620405,0.9935861572890026,0.03462385139457739,0.9906449044585988,
13,0.025732766579636527,0.9933463874680307,0.03448583513118659,0.9904458598726115,
14,0.024230719491591692,0.9940257352941176,0.03525379520787555,0.9902468152866242,
15,0.02401983152951121,0.993925831202046,0.034259794101973245,0.9902468152866242,
16,0.023682731630094826,0.9938259271099744,0.036093099363100754,0.9894506369426752,
17,0.02339105795868827,0.9941456202046036,0.03392990087722517,0.9905453821656051,
18,0.02233229633754172,0.9944453324808185,0.033715779519384835,0.9903463375796179,
19,0.021729982188900415,0.9945252557544757,0.03255138897402271,0.9909434713375797,
20,0.021162866571884785,0.9945452365728901,0.033971460619170196,0.9898487261146497,
21,0.019631834896019353,0.995224584398977,0.03187035460760639,0.9910429936305732,
22,0.019242450837855755,0.9952645460358056,0.031582627113267876,0.9914410828025477,
23,0.018649314656434463,0.9958040281329923,0.0316291765493762,0.9914410828025477,
24,0.018602960140389556,0.9958240089514067,0.03171111168755088,0.9907444267515924,
25,0.018435414485118883,0.9953644501278772,0.03168026284332488,0.990843949044586,
26,0.018382665708356196,0.9957041240409207,0.03223168275728347,0.9911425159235668,
27,0.018619696928850373,0.995843989769821,0.03202655318246526,0.9913415605095541,
28,0.01773766589248577,0.9960637787723785,0.03306952308697306,0.9899482484076433,
29,0.017701659318240706,0.9956441815856778,0.03174264479879361,0.9912420382165605,
30,0.017556599986827588,0.9960038363171355,0.031763638992598105,0.9909434713375797,
