d_dim,train_loss,train_accuracy,val_loss,val_accuracy,subspace_distance
50,1.6015271023106392,0.5153452685421995,1.5659390741093144,0.5387141719745223,
100,1.13710045898357,0.7086397058823529,1.0813009537708986,0.7483081210191083,
200,0.7013728555358584,0.8332400895140665,0.6279413056601385,0.8584792993630573,
300,0.43298537520420216,0.8987172314578005,0.3783730085298514,0.9147093949044586,
400,0.35439341867823737,0.916480179028133,0.30600703502916227,0.929140127388535,
500,0.30701782697301994,0.9289482097186701,0.26467823427004417,0.9421775477707006,
