epoch,train_loss,train_accuracy,val_loss,val_accuracy,subspace_distance
1,2.0400761588455163,0.33140185421994883,1.910588897717227,0.43799761146496813,4.090037236892385e-06
2,1.8805814519562685,0.43787963554987214,1.7884079119202438,0.5005971337579618,7.46448358768248e-06
3,1.758237329590351,0.4842151534526854,1.6864470790146262,0.5335390127388535,5.838080141984392e-06
4,1.683279308516656,0.5124880115089514,1.62462200860309,0.5338375796178344,7.77861805545399e-06
5,1.6412723108630656,0.522258631713555,1.5878710959367692,0.5478702229299363,9.558265446685255e-06
6,1.6152274225983778,0.5248761189258312,1.5710717553545714,0.5550358280254777,9.610611414245795e-06
7,1.5937349067624573,0.5300911125319693,1.5437237859531572,0.5571257961783439,1.3339458746486343e-05
8,1.5723905895677064,0.534906489769821,1.5213076506450678,0.5657842356687898,1.1615113180596381e-05
9,1.5535395204868463,0.538942615089514,1.5112188910223117,0.5637937898089171,1.4942368579795584e-05
10,1.5388463037398161,0.5391024616368286,1.4944050972628746,0.5638933121019108,1.6086407413240522e-05
11,1.5313624414946416,0.5422594309462916,1.4923664627561144,0.56140525477707,1.5057074961077888e-05
12,1.5285209255755101,0.5420796035805626,1.493244911455045,0.5596138535031847,1.5263771274476312e-05
13,1.5258849347034074,0.5426190856777494,1.4945893454703556,0.5666799363057324,1.535404589958489e-05
14,1.5228179280105454,0.5414002557544757,1.4845949601215922,0.5641918789808917,1.2905382391181774e-05
15,1.523374778840243,0.540800831202046,1.4823957051441168,0.5645899681528662,1.6424772184109315e-05
16,1.5203864025642804,0.5419597186700768,1.4856950150933235,0.5634952229299363,1.521429749118397e-05
17,1.5182909588984517,0.5414002557544757,1.4835500246400286,0.5661823248407644,1.4934301361790858e-05
18,1.5181108051553711,0.5401414641943734,1.4712392737151712,0.5645899681528662,1.3471848433255218e-05
19,1.5148289964327117,0.5429987212276215,1.485747199149648,0.5637937898089171,1.4889889826008584e-05
20,1.5127775609645697,0.5433583759590793,1.4734176556775525,0.5641918789808917,1.278010313399136e-05
21,1.5129831533907625,0.5407009271099744,1.4815944091529603,0.5597133757961783,1.631531813472975e-05
22,1.5114458505149997,0.5410206202046036,1.4737135710989593,0.5620023885350318,1.9600109226303175e-05
23,1.5119625262897034,0.5443973785166241,1.479422660390283,0.559812898089172,1.888262886495795e-05
24,1.5109029922948773,0.5419397378516624,1.4781713189592787,0.5622014331210191,1.5224874005070888e-05
25,1.5113499519770102,0.5423992966751918,1.477926263383999,0.564390923566879,1.8373088096268475e-05
26,1.511986531717393,0.5419597186700768,1.4720987180236038,0.5622014331210191,1.58997190737864e-05
27,1.5101520016675105,0.5442575127877238,1.4783012829009134,0.5602109872611465,1.6851630789460614e-05
28,1.5113589720957725,0.5426790281329923,1.470365216018288,0.5647890127388535,1.4409770301426761e-05
29,1.5102010099479304,0.5427389705882353,1.4749780908511703,0.5654856687898089,1.8887956684920937e-05
30,1.510682561208525,0.5421195652173914,1.4783550607171028,0.5604100318471338,1.4225424820324406e-05
